7.5	0.2649208113763423	0.32300908402683404	0.6071825690805469	0.32654110735289554	0.3609788187768222	0.613755566367986
7.75	0.26833420318821	0.32586804238277534	0.6057915062733663	0.33149445002354117	0.3643877565996965	0.6112879717423481
8.	0.27171573230877205	0.32870345061155404	0.6044185483761286	0.33638792522306216	0.3677682669403708	0.6088865371059129
8.25	0.2750656940069525	0.3315155479843674	0.6030636176113937	0.3412222238531336	0.37112058732547903	0.6065503971722948
8.5	0.2783843814545218	0.33430457167510186	0.6017266358884314	0.3459980307926559	0.3744449536873747	0.6042786937499485
8.75	0.2816720857361773	0.3370707567723842	0.600407524808803	0.3507160249311182	0.3777416003714962	0.6020705757081337
9.	0.28492909585960047	0.33981433629159896	0.599106205671923	0.355376879201874	0.3810107601437129	0.599925198942949
9.25	0.2881556987654875	0.3425355411868736	0.5978225994805987	0.35998126061532704	0.38425266419765136	0.5978417263434388
9.5	0.29135217933755614	0.3452346003630311	0.5965566269465472	0.36452983029202946	0.38746754216200346	0.5958193277577717
9.75	0.29451882041252647	0.34791174068750846	0.5953082084958905	0.36902324349569016	0.39065562210781357	0.5938571799594888
10.	0.29765590279007736	0.350567187002243	0.5940772642746295	0.37346214966609514	0.39381713055574824	0.5919544666138254
10.25	0.3007637052427775	0.35320116213552577	0.5928637141540949	0.3778471924519383	0.3969522924833458	0.590110378244102
10.5	0.3038425045259916	0.3558138869138223	0.5916674777363771	0.3821790097435646	0.40006133133224614	0.5883241121981884
10.75	0.3068925753877615	0.3584055801735595	0.5904884743597338	0.386458233705623	0.4031444690154027	0.5865948726150385
11.	0.309914190578662	0.3609764587728803	0.5893266231039759	0.390685490809632	0.40620192592427373	0.5849218703912962
11.25	0.31290762086163215	0.3635267376033656	0.5881818427958305	0.3948614018664551	0.4092339209359954	0.5833043231479731
11.5	0.31587313502178105	0.36605662960172247	0.5870540520142842	0.398986582058689	0.41224067142053494	0.5817414551971976
11.75	0.31881099987616857	0.3685663457614402	0.585943169095901	0.40306164097296115	0.41522239324782495	0.5802324975090347
12.	0.32172148028356196	0.3710560951444134	0.5848491121401223	0.40708718263214017	0.4181793007948782	0.5787766876783789
12.25	0.32460483915416566	0.3735260848925311	0.5837717990145412	0.4110638055274568	0.4211116069528833	0.5773732698919161
12.5	0.32746133745932804	0.37597652023923456	0.5827111473601585	0.4149921026505359	0.4240195231342816	0.5760214948951585
12.75	0.3302912342412216	0.37840760452104105	0.5816670745966124	0.41887266152533964	0.4269032592798234	0.5747206199595511
13.	0.33309478662249903	0.38081953918903466	0.5806394979273912	0.42270606424002277	0.4297630238656067	0.573469908849648
13.25	0.3358722498159237	0.3832125238203251	0.5796283343450204	0.4264928874786982	0.43259902391009564	0.572268631790362
13.5	0.33862387713397546	0.3855867561294728	0.578633500636229	0.43023370255311344	0.4354114649811198	0.5711160654342837
13.75	0.3413499199984311	0.38794243197988065	0.5776549133870943	0.43392907543424	0.4382005512028545	0.5700114928290743
